-2.922341,1,1,0.000109,0.000109,
-2.899454,0,1,0.000000,0.000109,
-2.876566,0,1,0.000000,0.000109,
-2.853678,0,1,0.000000,0.000109,
-2.830790,0,1,0.000000,0.000109,
-2.807902,0,1,0.000000,0.000109,
-2.785015,2,3,0.000218,0.000327,
-2.762127,0,3,0.000000,0.000327,
-2.739239,0,3,0.000000,0.000327,
-2.716351,0,3,0.000000,0.000327,
-2.693464,0,3,0.000000,0.000327,
-2.670576,2,5,0.000218,0.000545,
-2.647688,2,7,0.000218,0.000763,
-2.624800,1,8,0.000109,0.000871,
-2.601913,0,8,0.000000,0.000871,
-2.579025,2,10,0.000218,0.001089,
-2.556137,0,10,0.000000,0.001089,
-2.533249,2,12,0.000218,0.001307,
-2.510361,2,14,0.000218,0.001525,
-2.487474,4,18,0.000436,0.001961,
-2.464586,2,20,0.000218,0.002179,
-2.441698,3,23,0.000327,0.002505,
-2.418810,2,25,0.000218,0.002723,
-2.395923,1,26,0.000109,0.002832,
-2.373035,4,30,0.000436,0.003268,
-2.350147,2,32,0.000218,0.003486,
-2.327259,17,49,0.001852,0.005338,
-2.304371,4,53,0.000436,0.005773,
-2.281484,8,61,0.000871,0.006645,
-2.258596,32,93,0.003486,0.010131,
-2.235708,13,106,0.001416,0.011547,
-2.212820,6,112,0.000654,0.012200,
-2.189933,37,149,0.004031,0.016231,
-2.167045,6,155,0.000654,0.016885,
-2.144157,4,159,0.000436,0.017320,
-2.121269,39,198,0.004248,0.021569,
-2.098382,18,216,0.001961,0.023529,
-2.075494,11,227,0.001198,0.024728,
-2.052606,12,239,0.001307,0.026035,
-2.029718,12,251,0.001307,0.027342,
-2.006830,44,295,0.004793,0.032135,
-1.983943,55,350,0.005991,0.038126,
-1.961055,10,360,0.001089,0.039216,
-1.938167,47,407,0.005120,0.044336,
-1.915279,25,432,0.002723,0.047059,
-1.892392,67,499,0.007298,0.054357,
-1.869504,30,529,0.003268,0.057625,
-1.846616,64,593,0.006972,0.064597,
-1.823728,20,613,0.002179,0.066776,
-1.800840,40,653,0.004357,0.071133,
-1.777953,107,760,0.011656,0.082789,
-1.755065,72,832,0.007843,0.090632,
-1.732177,39,871,0.004248,0.094880,
-1.709289,67,938,0.007298,0.102179,
-1.686402,102,1040,0.011111,0.113290,
-1.663514,93,1133,0.010131,0.123420,
-1.640626,40,1173,0.004357,0.127778,
-1.617738,163,1336,0.017756,0.145534,
-1.594851,87,1423,0.009477,0.155011,
-1.571963,61,1484,0.006645,0.161656,
-1.549075,110,1594,0.011983,0.173638,
-1.526187,173,1767,0.018845,0.192484,
-1.503299,77,1844,0.008388,0.200871,
-1.480412,169,2013,0.018410,0.219281,
-1.457524,118,2131,0.012854,0.232135,
-1.434636,159,2290,0.017320,0.249455,
-1.411748,180,2470,0.019608,0.269063,
-1.388861,195,2665,0.021242,0.290305,
-1.365973,202,2867,0.022004,0.312309,
-1.343085,234,3101,0.025490,0.337800,
-1.320197,208,3309,0.022658,0.360458,
-1.297309,271,3580,0.029521,0.389978,
-1.274422,304,3884,0.033115,0.423094,
-1.251534,198,4082,0.021569,0.444662,
-1.228646,304,4386,0.033115,0.477778,
-1.205758,354,4740,0.038562,0.516340,
-1.182871,251,4991,0.027342,0.543682,
-1.159983,264,5255,0.028758,0.572440,
-1.137095,322,5577,0.035076,0.607516,
-1.114207,326,5903,0.035512,0.643028,
-1.091320,317,6220,0.034532,0.677560,
-1.068432,324,6544,0.035294,0.712854,
-1.045544,326,6870,0.035512,0.748366,
-1.022656,297,7167,0.032353,0.780719,
-0.999768,270,7437,0.029412,0.810131,
-0.976881,287,7724,0.031264,0.841394,
-0.953993,268,7992,0.029194,0.870588,
-0.931105,210,8202,0.022876,0.893464,
-0.908217,214,8416,0.023312,0.916776,
-0.885330,165,8581,0.017974,0.934749,
-0.862442,141,8722,0.015359,0.950109,
-0.839554,133,8855,0.014488,0.964597,
-0.816666,98,8953,0.010675,0.975272,
-0.793778,74,9027,0.008061,0.983333,
-0.770891,59,9086,0.006427,0.989760,
-0.748003,40,9126,0.004357,0.994118,
-0.725115,31,9157,0.003377,0.997495,
-0.702227,14,9171,0.001525,0.999020,
-0.679340,7,9178,0.000763,0.999782,
-0.656452,2,9180,0.000218,1.000000,
