-4.090860,3,3,0.000001,0.000001,
-4.049790,0,3,0.000000,0.000001,
-4.008719,2,5,0.000001,0.000002,
-3.967649,2,7,0.000001,0.000003,
-3.926579,4,11,0.000002,0.000005,
-3.885509,4,15,0.000002,0.000007,
-3.844439,4,19,0.000002,0.000009,
-3.803369,5,24,0.000002,0.000011,
-3.762299,4,28,0.000002,0.000013,
-3.721229,4,32,0.000002,0.000015,
-3.680158,8,40,0.000004,0.000019,
-3.639088,10,50,0.000005,0.000023,
-3.598018,10,60,0.000005,0.000028,
-3.556948,16,76,0.000007,0.000035,
-3.515878,11,87,0.000005,0.000040,
-3.474808,18,105,0.000008,0.000049,
-3.433738,20,125,0.000009,0.000058,
-3.392668,26,151,0.000012,0.000070,
-3.351598,32,183,0.000015,0.000085,
-3.310527,52,235,0.000024,0.000109,
-3.269457,65,300,0.000030,0.000139,
-3.228387,87,387,0.000040,0.000179,
-3.187317,155,542,0.000072,0.000251,
-3.146247,351,893,0.000162,0.000413,
-3.105177,268,1161,0.000124,0.000537,
-3.064107,391,1552,0.000181,0.000718,
-3.023037,312,1864,0.000144,0.000862,
-2.981966,336,2200,0.000155,0.001018,
-2.940896,388,2588,0.000179,0.001197,
-2.899826,455,3043,0.000210,0.001407,
-2.858756,765,3808,0.000354,0.001761,
-2.817686,735,4543,0.000340,0.002101,
-2.776616,923,5466,0.000427,0.002528,
-2.735546,931,6397,0.000431,0.002959,
-2.694476,1222,7619,0.000565,0.003524,
-2.653406,1346,8965,0.000623,0.004146,
-2.612335,1778,10743,0.000822,0.004969,
-2.571265,1841,12584,0.000851,0.005820,
-2.530195,2079,14663,0.000962,0.006782,
-2.489125,2548,17211,0.001178,0.007960,
-2.448055,2953,20164,0.001366,0.009326,
-2.406985,3233,23397,0.001495,0.010821,
-2.365915,3726,27123,0.001723,0.012544,
-2.324845,4577,31700,0.002117,0.014661,
-2.283774,5086,36786,0.002352,0.017014,
-2.242704,5818,42604,0.002691,0.019704,
-2.201634,6554,49158,0.003031,0.022736,
-2.160564,7689,56847,0.003556,0.026292,
-2.119494,8708,65555,0.004027,0.030319,
-2.078424,9815,75370,0.004539,0.034859,
-2.037354,11297,86667,0.005225,0.040084,
-1.996284,12720,99387,0.005883,0.045967,
-1.955214,14310,113697,0.006618,0.052585,
-1.914143,16178,129875,0.007482,0.060067,
-1.873073,18109,147984,0.008375,0.068443,
-1.832003,20237,168221,0.009360,0.077802,
-1.790933,22951,191172,0.010615,0.088417,
-1.749863,25725,216897,0.011898,0.100315,
-1.708793,29218,246115,0.013513,0.113828,
-1.667723,32741,278856,0.015143,0.128971,
-1.626653,35940,314796,0.016622,0.145593,
-1.585582,39179,353975,0.018120,0.163714,
-1.544512,43048,397023,0.019910,0.183623,
-1.503442,46021,443044,0.021285,0.204908,
-1.462372,49265,492309,0.022785,0.227693,
-1.421302,52812,545121,0.024426,0.252119,
-1.380232,55067,600188,0.025469,0.277587,
-1.339162,57596,657784,0.026638,0.304225,
-1.298092,60358,718142,0.027916,0.332141,
-1.257021,62814,780956,0.029052,0.361193,
-1.215951,64153,845109,0.029671,0.390863,
-1.174881,64963,910072,0.030045,0.420909,
-1.133811,65060,975132,0.030090,0.450999,
-1.092741,67335,1042467,0.031142,0.482141,
-1.051671,64756,1107223,0.029950,0.512091,
-1.010601,67086,1174309,0.031027,0.543118,
-0.969531,63638,1237947,0.029433,0.572551,
-0.928461,66958,1304905,0.030968,0.603519,
-0.887390,56989,1361894,0.026357,0.629877,
-0.846320,61885,1423779,0.028622,0.658498,
-0.805250,60330,1484109,0.027903,0.686401,
-0.764180,46339,1530448,0.021432,0.707833,
-0.723110,55111,1585559,0.025489,0.733322,
-0.682040,67714,1653273,0.031318,0.764640,
-0.640970,34937,1688210,0.016158,0.780798,
-0.599900,27134,1715344,0.012549,0.793347,
-0.558829,37333,1752677,0.017267,0.810614,
-0.517759,80536,1833213,0.037248,0.847862,
-0.476689,54777,1887990,0.025334,0.873196,
-0.435619,15746,1903736,0.007283,0.880479,
-0.394549,8019,1911755,0.003709,0.884188,
-0.353479,9361,1921116,0.004329,0.888517,
-0.312409,9691,1930807,0.004482,0.892999,
-0.271339,16799,1947606,0.007770,0.900769,
-0.230269,46802,1994408,0.021646,0.922415,
-0.189198,134301,2128709,0.062114,0.984529,
-0.148128,20802,2149511,0.009621,0.994150,
-0.107058,6537,2156048,0.003023,0.997173,
-0.065988,3051,2159099,0.001411,0.998584,
-0.024918,3061,2162160,0.001416,1.000000,
